,AdditionalRooms,Age,Lift Available,Car Parking,Power Backup,Indoor Games,Intercom,Landscaped Gardens,Gas connection,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Childrens play area,Maintenance Staff,Staff Quarter,Shopping Mall,School,Hospital,ATM,Refrigerator,Sports Facility,Multipurpose Room,Wardrobe,Cafeteria,Golf Course,TV,Sofa,Microwave,BED,Wifi,AC,Dining Table,Washing Machine,Area,Balconies,Bathroom,Count Rooms,Room Type,Property Type,Carpetarea,Facing,Floor,Locality,New Or Old,Opensides,Overlooking,Ownership,PossesionDate,Month Of Date,Price,PriceperSquare,ProjectName,RoadFacing,Status,furnished,Totalfloor
0,,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611 ,2,3,,BHK,Apartment,1209 ,West,3 ,deccan gymkhana,new,2,available,cooperative society,,,27000000, 16759  ,bhansali prive rio,40 ,ready to move,not available,6
1,,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279 ,,2,,BHK,Apartment,,NorthEast,1,kharadi,new,,,freehold,,,7610050, 5950  ,goel ganga platino,,ready to move,not available,
2,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,670 ,,1,,BHK,Apartment,,NorthEast,1,sus,new,,,freehold,,,4100000, 6119  ,vilas javdekar yashwin,,ready to move,not available,
3,,2.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956 ,,2,,BHK,Apartment,615 ,NorthEast,1,bavdhan,new,,,freehold,,,5736000, 6000  ,rohan ishan,,ready to move,not available,
4,,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706 ,1,3,,BHK,Apartment,1195 ,West,6 ,deccan gymkhana,new,2,available,freehold,,,29002000, 17000  ,swojas aavishkar,60 ,ready to move,not available,9
5,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015 ,2,2,,BHK,Apartment,,NorthEast,2 ,mundhwa,new,2,available,freehold,,,4720765, 4651  ,pgd pinnacle,,ready to move,not available,10
6,,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3725 ,,5,,BHK,Apartment,,NorthEast,1,viman nagar,new,,,freehold,,,30172500, 8100  ,marvel piazza phase 01,,ready to move,not available,
7,,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450 ,,1,,BHK,Apartment,,NorthEast,1,baner,new,,,freehold,,,4000000, 8889  ,puraniks aldea anexo,,ready to move,not available,
8,3,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1650 ,2,3,,BHK,Apartment,1150 ,West,4 ,law collage road,resale,2,available,freehold,,,24000000, 14545  ,swojas gulmohar,25 ,ready to move,unfurnished,6
9,,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449 ,1,1,,BHK,Apartment,,NorthEast,1 ,mahalunge,new,2,available,freehold,,,2783351, 6199  ,puraniks aldea espanola,,ready to move,not available,15
10,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625 ,1,1,,BHK,Apartment,,NorthEast,1 ,mundhwa,new,2,available,freehold,19,nov,3281250, 5250  ,purva silversands,,under construction,not available,27
11,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900 ,1,1,,BHK,Apartment,,NorthEast,1 ,mundhwa,new,2,available,freehold,19,nov,4725000, 5250  ,purva silversands,,under construction,not available,27
12,2,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100 ,1,2,,BHK,Apartment,920 ,East,1 ,deccan gymkhana,resale,2,available,,,,20300000, 18454  ,darode matru chhaya,25 ,ready to move,unfurnished,5
13,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300 ,3,5,,BHK,Apartment,2600 ,West,12 ,bhukum,new,3,available,cooperative society,18,mar,18000000, 5454  ,skyi manas lake,40 ,under construction,not available,12
14,,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1305 ,2,2,,BHK,Apartment,966 ,West,2 ,baner,new,2,available,freehold,,,9000000, 6896  ,builder orchid 10,50 ,ready to move,not available,5
15,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500 ,1,2,,BHK,Apartment,1085 ,NorthWest,14 ,hinjewadi,new,2,available,freehold,18,dec,9200000, 6133  ,kasturi eon homes,50 ,under construction,not available,21
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050 ,2,2,,BHK,Apartment,700 ,,nan,hadapsar,new,,,,,,6000000, 5714  ,,,ready to move,not available,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575 ,1,1,,BHK,Apartment,,,nan,hadapsar gaon,resale,,,,,,3200000, 5565  ,agarwal constructions pune shri krishna complex,,ready to move,unfurnished,
18,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,600 ,,,,BHK,Apartment,,,nan,sasane nagar,resale,,,,,,2700000, 4500  ,subhash builder vardhaman township,,ready to move,unfurnished,
19,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,900 ,,,,BHK,Apartment,,,nan,nibm annex mohammadwadi,resale,,,,,,4300000, 4777  ,,,ready to move,unfurnished,
20,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,675 ,,,,BHK,Apartment,,,nan,salunke vihar,resale,,,,,,3800000, 5629  ,,,ready to move,furnished,
21,,6.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100 ,,,,BHK,Apartment,,,nan,nibm,resale,,,,,,5800000, 5272  ,,,ready to move,unfurnished,
22,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1050 ,,,,BHK,Apartment,,,nan,nibm,resale,,,,,,5800000, 5523  ,,,ready to move,unfurnished,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857 ,,,0,,Residential Plot,,,nan,hadapsar,resale,,,,,,12400000, 4340  ,builder amar shrusti,,not available,unfurnished,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700 ,,,0,,Residential Plot,,,nan,hadapsar,resale,,,,,,23100000, 3000  ,builder amar shrusti,,not available,unfurnished,
25,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623 ,,1,,BHK,Apartment,,,nan,wagholi,new,,,,,,3200000, 5136  ,anshul kanvas,,ready to move,not available,
26,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705 ,,1,,BHK,Apartment,,,nan,pimpri,new,,,,,,5000000, 7092  ,mahindra lifespaces antheia,,ready to move,not available,
27,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 ,1,1,,RK,Apartment,,,3 ,sasane nagar,resale,,,,,,1600000, 4266  ,builder om disha township,,ready to move,unfurnished,3
28,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 ,1,1,,BHK,Apartment,,,3 ,sasane nagar,resale,,,,,,3100000, 4133  ,builder om disha township,,ready to move,unfurnished,3
29,,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850 ,,,,BHK,Apartment,,,nan,hadapsar,resale,,,,,,20000000, 10810  ,kumar picasso,,ready to move,unfurnished,
30,,10.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1554 ,,,,BHK,Apartment,,,nan,kondhwa,resale,,,,,,8500000, 5469  ,,,ready to move,furnished,
31,,7.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1650 ,,,,BHK,Apartment,,,nan,undri,resale,,,,,,8600000, 5212  ,,,ready to move,furnished,
32,,7.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1650 ,,,,BHK,Apartment,,,nan,salunke vihar,resale,,,,,,10000000, 6060  ,,,ready to move,unfurnished,
33,,4.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900 ,,,,BHK,Apartment,,,nan,bibwewadi,resale,,,,,,14000000, 7368  ,,,ready to move,unfurnished,
34,,2.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100 ,,,,BHK,Apartment,,,nan,bibwewadi,resale,,,,,,12000000, 10909  ,,,ready to move,unfurnished,
35,,6.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500 ,,,,BHK,Apartment,,,nan,nibm,resale,,,,,,8500000, 5666  ,,,ready to move,unfurnished,
36,,6.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600 ,,,,BHK,Apartment,,,nan,nibm annex mohammadwadi,resale,,,,,,8500000, 5312  ,,,ready to move,unfurnished,
37,,5.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550 ,,,,BHK,Apartment,,,nan,kondhwa,resale,,,,,,8300000, 5354  ,,,ready to move,unfurnished,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550 ,1,1,,BHK,Apartment,,,nan,manjari,resale,,,,,,2500000, 4545  ,nandini atharva,,ready to move,unfurnished,
39,,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050 ,,,,BHK,Apartment,,,nan,uday baug,resale,,,,,,17000000, 8292  ,,,ready to move,unfurnished,
40,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935 ,1,2,,BHK,Apartment,780 ,,nan,ganesh nagar,resale,,,,,,12500000, 13368  ,builder gomati apartment,,ready to move,unfurnished,
41,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,1,1,,BHK,Apartment,,,nan,sasane nagar,resale,,,,,,2600000, 4333  ,builder omdisha,,ready to move,unfurnished,
42,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670 ,1,1,,BHK,Apartment,,,nan,hadapsar,resale,,,,,,3000000, 4477  ,,,ready to move,unfurnished,
43,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780 ,1,1,,BHK,Apartment,,,nan,hadapsar,resale,,,,,,4200000, 5384  ,builder yash raj green castle,,ready to move,unfurnished,
44,,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008 ,,,,BHK,Apartment,,,nan,mundhwa,resale,,,,,,6700000, 6646  ,oxford florida estate,,ready to move,unfurnished,
45,,2.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505 ,,,,BHK,Apartment,,,nan,wagholi,new,,,,,,7000000, 4651  ,belvalkar solacia,,ready to move,not available,
46,,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623 ,,,,BHK,Apartment,,,nan,wagholi,new,,,,,,3000000, 4815  ,,,ready to move,not available,
47,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150 ,,,,BHK,Apartment,805 ,,nan,hinjewadi,resale,,,,,,6500000, 5652  ,saarrthi sovereign,,ready to move,unfurnished,
48,,2.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800 ,,,3,BHK,Villa,,,nan,manjari,resale,,,,,,11000000, 6111  ,magnus manjri greens 5,,ready to move,unfurnished,
49,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780 ,,,,BHK,Apartment,,,3 ,kale padal,resale,,,,,,4200000, 5384  ,builder yashraj green castle,20 ,ready to move,unfurnished,5
50,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100 ,,,,BHK,Apartment,,,nan,bibwewadi,resale,,,,,,6500000, 5909  ,,,ready to move,unfurnished,
51,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650 ,1,1,,BHK,Apartment,,,nan,kale padal,resale,,,,,,3000000, 4615  ,builder dreams ville,,ready to move,unfurnished,
52,,1.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155 ,,2,,BHK,Apartment,,East,2 ,hinjewadi,new,2,not available,freehold,,,6443000, 5578  ,paras delicia,,ready to move,not available,4
53,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,1350 ,1,3,,BHK,Apartment,1050 ,East,7 ,baner pashan link road,new,2,available,freehold,19,dec,11110000, 8229  ,builder solitaire vtp group,50 ,under construction,not available,13
54,2,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170 ,2,2,,BHK,Apartment,1000 ,East,1 ,model colony,new,3,available,freehold,,,17000000, 14529  ,builder 2 bhk at model colony,25 ,ready to move,not available,5
55,1,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2205 ,2,3,,BHK,Apartment,1450 ,West,10 ,baner,new,3,available,freehold,,,25000000, 11337  ,pride park grandeur,100 ,ready to move,not available,15
56,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,745 ,1,1,,BHK,Apartment,,NorthEast,1 ,kharadi,new,2,available,freehold,19,jul,4339629, 5825  ,duville estates riverdale heights,,under construction,not available,23
57,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416 ,1,1,,BHK,Apartment,,NorthEast,1 ,hinjewadi,new,2,available,freehold,20,dec,3220000, 7740  ,geras adara,,under construction,not available,24
58,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606 ,1,1,,BHK,Apartment,,NorthEast,1 ,hinjewadi,new,2,available,freehold,20,dec,4970000, 8201  ,geras adara,,under construction,not available,24
59,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,624 ,1,1,,BHK,Apartment,465 ,North,8 ,kharadi,new,1,not available,cooperative society,19,nov,5600000, 8974  ,,60 ,under construction,not available,23
60,1,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700 ,1,1,,BHK,Apartment,,,4 ,bhawani peth,resale,1,,,,,4800000, 6857  ,malkani amol sagar,,ready to move,unfurnished,6
61,2,6,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1500 ,2,3,,BHK,Apartment,1200 ,East,3 ,erandwane,resale,3,available,freehold,,,21000000, 14000  ,builder 3 bhk at eradwane,30 ,ready to move,furnished,5
62,,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170 ,1,2,,BHK,Apartment,819 ,South,12 ,kothrud,new,3,available,cooperative society,,,10100000, 8632  ,beharay rathi group hillview residency,60 ,ready to move,not available,16
63,1,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2300 ,3,3,,BHK,Apartment,1700 ,SouthEast,10 ,baner,new,3,available,freehold,,,24500000, 10652  ,pride park grandeur,100 ,ready to move,not available,15
64,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700 ,,1,,BHK,Apartment,550 ,West,1 ,wanowrie,resale,1,available,cooperative society,,,3350000, 4785  ,builder harmony society,,ready to move,unfurnished,5
65,,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1960 ,2,3,,BHK,Apartment,1500 ,SouthEast,6 ,wakad,new,2,available,freehold,,,16000000, 8163  ,pride park titanium,50 ,ready to move,not available,12
66,,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,1602 ,2,3,,BHK,Apartment,1233 ,NorthWest,6 ,wakad,resale,2,available,freehold,,,12000000, 7490  ,pride purple park titanium phase ii,50 ,ready to move,semifurnished,12
67,,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860 ,1,3,,BHK,Apartment,1302 ,South,9 ,kothrud,new,3,available,cooperative society,,,15300000, 8225  ,beharay rathi group hillview residency,60 ,ready to move,not available,16
68,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,579 ,,1,,BHK,Apartment,,NorthEast,1 ,hinjewadi,new,2,available,freehold,20,dec,3242413, 5600  ,paranjape blue ridge,,under construction,not available,31
69,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,1450 ,2,2,,BHK,Apartment,1050 ,West,11 ,balewadi high street,resale,2,available,freehold,,,12000000, 8275  ,builder park xpress balewadi,50 ,ready to move,semifurnished,12
